Location,Date,Value,Blah
USA,2008-06,4.1,2
USA,2008-07,4.01,2
USA,2008-08,3.89,2
USA,2008-09,3.69,2
USA,2008-10,3.81,2
USA,2008-11,3.53,2
USA,2008-12,2.42,2
USA,2009-01,2.52,2
USA,2009-02,2.87,2
USA,2009-03,2.82,2
USA,2009-04,2.93,2
USA,2009-05,3.29,2
USA,2009-06,3.72,2
USA,2009-07,3.56,2
USA,2009-08,3.59,2
USA,2009-09,3.4,2
USA,2009-10,3.39,2
USA,2009-11,3.4,2
USA,2009-12,3.59,2
USA,2010-01,3.73,2
USA,2010-02,3.69,2
USA,2010-03,3.73,2
USA,2010-04,3.85,2
USA,2010-05,3.42,2
USA,2010-06,3.2,2
USA,2010-07,3.01,2
USA,2010-08,2.7,2
USA,2010-09,2.65,2
USA,2010-10,2.54,2
USA,2010-11,2.76,2
USA,2010-12,3.29,2
USA,2011-01,3.39,2
USA,2011-02,3.58,2
USA,2011-03,3.41,2
USA,2011-04,3.46,2
USA,2011-05,3.17,2
USA,2011-06,3,2
USA,2011-07,3,2
USA,2011-08,2.3,2
USA,2011-09,1.98,2
USA,2011-10,2.15,2
USA,2011-11,2.01,2
USA,2011-12,1.98,2
USA,2012-01,1.97,2
USA,2012-02,1.97,2
USA,2012-03,2.17,2
USA,2012-04,2.05,2
USA,2012-05,1.8,2
USA,2012-06,1.62,2
USA,2012-07,1.53,2
USA,2012-08,1.68,2
USA,2012-09,1.72,2
USA,2012-10,1.75,2
USA,2012-11,1.65,2
USA,2012-12,1.72,2
USA,2013-01,1.91,2
USA,2013-02,1.98,2
USA,2013-03,1.96,2
USA,2013-04,1.76,2
USA,2013-05,1.93,2
USA,2013-06,2.3,2
USA,2013-07,2.58,2
USA,2013-08,2.74,2
USA,2013-09,2.81,2
USA,2013-10,2.62,2
USA,2013-11,2.72,2
USA,2013-12,2.9,2
USA,2014-01,2.86,2
USA,2014-02,2.71,2
USA,2014-03,2.72,2
USA,2014-04,2.71,2
USA,2014-05,2.56,2
USA,2014-06,2.6,2
USA,2014-07,2.54,2
USA,2014-08,2.42,2
USA,2014-09,2.53,2
USA,2014-10,2.3,2
USA,2014-11,2.33,2
USA,2014-12,2.21,2
USA,2015-01,1.88,2
USA,2015-02,1.98,2
USA,2015-03,2.04,2
USA,2015-04,1.94,2
USA,2015-05,2.2,2
USA,2015-06,2.36,2
USA,2015-07,2.32,2
USA,2015-08,2.17,2
USA,2015-09,2.17,2
USA,2015-10,2.07,2
USA,2015-11,2.26,2
USA,2015-12,2.24,2
USA,2016-01,2.09,2
USA,2016-02,1.78,2
USA,2016-03,1.89,2
USA,2016-04,1.81,2
USA,2016-05,1.81,2
USA,2016-06,1.64,2
USA,2016-07,1.5,2
USA,2016-08,1.56,2
USA,2016-09,1.63,2
USA,2016-10,1.76,2
USA,2016-11,2.14,2
USA,2016-12,2.49,2
USA,2017-01,2.43,2
USA,2017-02,2.42,2
USA,2017-03,2.48,2
USA,2017-04,2.3,2
USA,2017-05,2.3,2
USA,2017-06,2.19,2
USA,2017-07,2.32,2
USA,2017-08,2.21,2
USA,2017-09,2.2,2
USA,2017-10,2.36,2
USA,2017-11,2.35,2
USA,2017-12,2.4,2
USA,2018-01,2.58,2
USA,2018-02,2.86,2
USA,2018-03,2.84,2
USA,2018-04,2.87,2
USA,2018-05,2.98,2
USA,2018-06,2.91,2
USA,2018-07,2.89,2
USA,2018-08,2.89,2
USA,2018-09,3,2
USA,2018-10,3.15,2
USA,2018-11,3.12,2
USA,2018-12,2.83,2
USA,2019-01,2.71,2
USA,2019-02,2.68,2
USA,2019-03,2.57,2
USA,2019-04,2.53,2
USA,2019-05,2.4,2
USA,2019-06,2.07,2
USA,2019-07,2.06,2
USA,2019-08,1.63,2
USA,2019-09,1.7,2
USA,2019-10,1.71,2
USA,2019-11,1.81,2
USA,2019-12,1.86,2
USA,2020-01,1.76,2
USA,2020-02,1.5,2
USA,2020-03,0.87,2
USA,2020-04,0.66,2
USA,2020-05,0.67,2
USA,2020-06,0.73,2
USA,2020-07,0.62,2
USA,2020-08,0.65,2
USA,2020-09,0.68,2
USA,2020-10,0.79,2
USA,2020-11,0.87,2
USA,2020-12,0.93,2
GBR,2000-01,5.8227,2
GBR,2000-02,5.6347,2
GBR,2000-03,5.3707,2
GBR,2000-04,5.3213,2
GBR,2000-05,5.4033,2
GBR,2000-06,5.2097,2
GBR,2000-07,5.2388,2
GBR,2000-08,5.3312,2
GBR,2000-09,5.3873,2
GBR,2000-10,5.2179,2
GBR,2000-11,5.0983,2
GBR,2000-12,4.9118,2
GBR,2001-01,4.8471,2
GBR,2001-02,4.8248,2
GBR,2001-03,4.703,2
GBR,2001-04,4.9468,2
GBR,2001-05,5.1153,2
GBR,2001-06,5.1951,2
GBR,2001-07,5.2037,2
GBR,2001-08,4.9854,2
GBR,2001-09,4.9876,2
GBR,2001-10,4.8253,2
GBR,2001-11,4.6271,2
GBR,2001-12,4.8928,2
GBR,2002-01,4.9171,2
GBR,2002-02,4.9251,2
GBR,2002-03,5.2202,2
GBR,2002-04,5.2331,2
GBR,2002-05,5.2689,2
GBR,2002-06,5.099,2
GBR,2002-07,5.0027,2
GBR,2002-08,4.746,2
GBR,2002-09,4.5006,2
GBR,2002-10,4.616,2
GBR,2002-11,4.6378,2
GBR,2002-12,4.5644,2
GBR,2003-01,4.3899,2
GBR,2003-02,4.2131,2
GBR,2003-03,4.3243,2
GBR,2003-04,4.4663,2
GBR,2003-05,4.2197,2
GBR,2003-06,4.1127,2
GBR,2003-07,4.4078,2
GBR,2003-08,4.604,2
GBR,2003-09,4.7132,2
GBR,2003-10,4.9071,2
GBR,2003-11,5.065,2
GBR,2003-12,4.896,2
GBR,2004-01,4.7875,2
GBR,2004-02,4.8056,2
GBR,2004-03,4.7088,2
GBR,2004-04,4.957,2
GBR,2004-05,5.1118,2
GBR,2004-06,5.2,2
GBR,2004-07,5.1083,2
GBR,2004-08,5.0071,2
GBR,2004-09,4.9109,2
GBR,2004-10,4.7683,2
GBR,2004-11,4.6903,2
GBR,2004-12,4.5316,2
GBR,2005-01,4.5419,2
GBR,2005-02,4.5884,2
GBR,2005-03,4.796,2
GBR,2005-04,4.6218,2
GBR,2005-05,4.4173,2
GBR,2005-06,4.2847,2
GBR,2005-07,4.3011,2
GBR,2005-08,4.3249,2
GBR,2005-09,4.2109,2
GBR,2005-10,4.3482,2
GBR,2005-11,4.3129,2
GBR,2005-12,4.2186,2
GBR,2006-01,4.0752,2
GBR,2006-02,4.1543,2
GBR,2006-03,4.3177,2
GBR,2006-04,4.5177,2
GBR,2006-05,4.6488,2
GBR,2006-06,4.6645,2
GBR,2006-07,4.656,2
GBR,2006-08,4.6535,2
GBR,2006-09,4.5522,2
GBR,2006-10,4.6155,2
GBR,2006-11,4.5452,2
GBR,2006-12,4.6195,2
GBR,2007-01,4.8694,2
GBR,2007-02,4.896,2
GBR,2007-03,4.8194,2
GBR,2007-04,5.0439,2
GBR,2007-05,5.1458,2
GBR,2007-06,5.4321,2
GBR,2007-07,5.4084,2
GBR,2007-08,5.1499,2
GBR,2007-09,4.9928,2
GBR,2007-10,4.9576,2
GBR,2007-11,4.7263,2
GBR,2007-12,4.6937,2
GBR,2008-01,4.4925,2
GBR,2008-02,4.6234,2
GBR,2008-03,4.445,2
GBR,2008-04,4.6432,2
GBR,2008-05,4.8683,2
GBR,2008-06,5.2103,2
GBR,2008-07,5.0494,2
GBR,2008-08,4.7267,2
GBR,2008-09,4.5701,2
GBR,2008-10,4.5789,2
GBR,2008-11,4.2571,2
GBR,2008-12,3.6238,2
GBR,2009-01,3.6699,2
GBR,2009-02,3.6899,2
GBR,2009-03,3.2497,2
GBR,2009-04,3.4072,2
GBR,2009-05,3.6206,2
GBR,2009-06,3.7221,2
GBR,2009-07,3.8238,2
GBR,2009-08,3.7142,2
GBR,2009-09,3.6566,2
GBR,2009-10,3.5699,2
GBR,2009-11,3.7592,2
GBR,2009-12,3.8871,2
GBR,2010-01,4.0025,2
GBR,2010-02,4.0624,2
GBR,2010-03,4.0915,2
GBR,2010-04,4.1007,2
GBR,2010-05,3.7772,2
GBR,2010-06,3.6007,2
GBR,2010-07,3.5087,2
GBR,2010-08,3.233,2
GBR,2010-09,3.1271,2
GBR,2010-10,3.0685,2
GBR,2010-11,3.311,2
GBR,2010-12,3.6098,2
GBR,2011-01,3.7273,2
GBR,2011-02,3.8799,2
GBR,2011-03,3.7386,2
GBR,2011-04,3.7619,2
GBR,2011-05,3.5053,2
GBR,2011-06,3.4144,2
GBR,2011-07,3.3137,2
GBR,2011-08,2.7833,2
GBR,2011-09,2.504,2
GBR,2011-10,2.529,2
GBR,2011-11,2.2917,2
GBR,2011-12,2.1828,2
GBR,2012-01,2.1104,2
GBR,2012-02,2.2191,2
GBR,2012-03,2.323,2
GBR,2012-04,2.2117,2
GBR,2012-05,1.9416,2
GBR,2012-06,1.7698,2
GBR,2012-07,1.6523,2
GBR,2012-08,1.6735,2
GBR,2012-09,1.7222,2
GBR,2012-10,1.7721,2
GBR,2012-11,1.7741,2
GBR,2012-12,1.8467,2
GBR,2013-01,2.0795,2
GBR,2013-02,2.1781,2
GBR,2013-03,1.9768,2
GBR,2013-04,1.7824,2
GBR,2013-05,1.9462,2
GBR,2013-06,2.3063,2
GBR,2013-07,2.471,2
GBR,2013-08,2.7088,2
GBR,2013-09,2.8443,2
GBR,2013-10,2.6784,2
GBR,2013-11,2.7598,2
GBR,2013-12,2.9458,2
GBR,2014-01,2.91,2
GBR,2014-02,2.8147,2
GBR,2014-03,2.7837,2
GBR,2014-04,2.7417,2
GBR,2014-05,2.6989,2
GBR,2014-06,2.7842,2
GBR,2014-07,2.7343,2
GBR,2014-08,2.5347,2
GBR,2014-09,2.4919,2
GBR,2014-10,2.2469,2
GBR,2014-11,2.1593,2
GBR,2014-12,1.9287,2
GBR,2015-01,1.589,2
GBR,2015-02,1.7365,2
GBR,2015-03,1.7941,2
GBR,2015-04,1.755,2
GBR,2015-05,2.0243,2
GBR,2015-06,2.1696,2
GBR,2015-07,2.1353,2
GBR,2015-08,1.9799,2
GBR,2015-09,1.8814,2
GBR,2015-10,1.846,2
GBR,2015-11,1.9779,2
GBR,2015-12,1.9234,2
GBR,2016-01,1.7833,2
GBR,2016-02,1.5032,2
GBR,2016-03,1.5434,2
GBR,2016-04,1.5688,2
GBR,2016-05,1.5366,2
GBR,2016-06,1.3105,2
GBR,2016-07,0.9569,2
GBR,2016-08,0.7421,2
GBR,2016-09,0.8243,2
GBR,2016-10,1.078,2
GBR,2016-11,1.3818,2
GBR,2016-12,1.4336,2
GBR,2017-01,1.4203,2
GBR,2017-02,1.3058,2
GBR,2017-03,1.194,2
GBR,2017-04,1.0789,2
GBR,2017-05,1.1175,2
GBR,2017-06,1.0846,2
GBR,2017-07,1.2713,2
GBR,2017-08,1.1241,2
GBR,2017-09,1.2436,2
GBR,2017-10,1.3816,2
GBR,2017-11,1.3299,2
GBR,2017-12,1.2781,2
GBR,2018-01,1.3931,2
GBR,2018-02,1.6034,2
GBR,2018-03,1.508,2
GBR,2018-04,1.5108,2
GBR,2018-05,1.5016,2
GBR,2018-06,1.4229,2
GBR,2018-07,1.3739,2
GBR,2018-08,1.3991,2
GBR,2018-09,1.5023,2
GBR,2018-10,1.5462,2
GBR,2018-11,1.4541,2
GBR,2018-12,1.3125,2
GBR,2019-01,1.3221,2
GBR,2019-02,1.239,2
GBR,2019-03,1.19,2
GBR,2019-04,1.1906,2
GBR,2019-05,1.13,2
GBR,2019-06,0.919,2
GBR,2019-07,0.8304,2
GBR,2019-08,0.5776,2
GBR,2019-09,0.5981,2
GBR,2019-10,0.6373,2
GBR,2019-11,0.765,2
GBR,2019-12,0.8308,2
GBR,2020-01,0.7235,2
GBR,2020-02,0.633,2
GBR,2020-03,0.4609,2
GBR,2020-04,0.3577,2
GBR,2020-05,0.2743,2
GBR,2020-06,0.278,2
GBR,2020-07,0.2094,2
GBR,2020-08,0.2717,2
GBR,2020-09,0.273,2
GBR,2020-10,0.3058,2
GBR,2020-11,0.3836,2
GBR,2020-12,0.3224,2
JPN,2000-01,1.691,2
JPN,2000-02,1.796,2
JPN,2000-03,1.819,2
JPN,2000-04,1.74,2
JPN,2000-05,1.705,2
JPN,2000-06,1.664,2
JPN,2000-07,1.689,2
JPN,2000-08,1.75,2
JPN,2000-09,1.876,2
JPN,2000-10,1.815,2
JPN,2000-11,1.764,2
JPN,2000-12,1.624,2
JPN,2001-01,1.508,2
JPN,2001-02,1.415,2
JPN,2001-03,1.169,2
JPN,2001-04,1.315,2
JPN,2001-05,1.25,2
JPN,2001-06,1.152,2
JPN,2001-07,1.305,2
JPN,2001-08,1.343,2
JPN,2001-09,1.346,2
JPN,2001-10,1.363,4
JPN,2001-11,1.328,4
JPN,2001-12,1.334,4
JPN,2002-01,1.42,4
JPN,2002-02,1.501,4
JPN,2002-03,1.421,4
JPN,2002-04,1.394,4
JPN,2002-05,1.365,4
JPN,2002-06,1.328,4
JPN,2002-07,1.296,4
JPN,2002-08,1.255,4
JPN,2002-09,1.129,4
JPN,2002-10,1.095,4
JPN,2002-11,0.979,4
JPN,2002-12,0.975,4
JPN,2003-01,0.836,4
JPN,2003-02,0.828,4
JPN,2003-03,0.724,4
JPN,2003-04,0.663,4
JPN,2003-05,0.577,4
JPN,2003-06,0.529,4
JPN,2003-07,0.956,4
JPN,2003-08,1.406,4
JPN,2003-09,1.42,4
JPN,2003-10,1.437,4
JPN,2003-11,1.333,4
JPN,2003-12,1.33,4
JPN,2004-01,1.33,4
JPN,2004-02,1.211,4
JPN,2004-03,1.418,4
JPN,2004-04,1.52,4
JPN,2004-05,1.505,4
JPN,2004-06,1.807,4
JPN,2004-07,1.808,4
JPN,2004-08,1.588,4
JPN,2004-09,1.393,4
JPN,2004-10,1.483,4
JPN,2004-11,1.452,4
JPN,2004-12,1.397,4
JPN,2005-01,1.31,4
JPN,2005-02,1.419,4
JPN,2005-03,1.325,4
JPN,2005-04,1.257,4
JPN,2005-05,1.238,4
JPN,2005-06,1.143,4
JPN,2005-07,1.295,4
JPN,2005-08,1.365,4
JPN,2005-09,1.45,4
JPN,2005-10,1.513,4
JPN,2005-11,1.454,4
JPN,2005-12,1.488,4
JPN,2006-01,1.547,4
JPN,2006-02,1.598,4
JPN,2006-03,1.759,4
JPN,2006-04,1.956,4
JPN,2006-05,1.849,4
JPN,2006-06,1.901,4
JPN,2006-07,1.927,4
JPN,2006-08,1.668,4
JPN,2006-09,1.628,4
JPN,2006-10,1.718,4
JPN,2006-11,1.69,4
JPN,2006-12,1.645,4
JPN,2007-01,1.705,4
JPN,2007-02,1.64,4
JPN,2007-03,1.629,4
JPN,2007-04,1.653,4
JPN,2007-05,1.733,4
JPN,2007-06,1.903,4
JPN,2007-07,1.809,4
JPN,2007-08,1.577,4
JPN,2007-09,1.698,4
JPN,2007-10,1.616,4
JPN,2007-11,1.497,4
JPN,2007-12,1.526,4
JPN,2008-01,1.429,4
JPN,2008-02,1.429,4
JPN,2008-03,1.245,4
JPN,2008-04,1.6,4
JPN,2008-05,1.778,4
JPN,2008-06,1.601,4
JPN,2008-07,1.537,4
JPN,2008-08,1.431,4
JPN,2008-09,1.481,4
JPN,2008-10,1.486,4
JPN,2008-11,1.377,4
JPN,2008-12,1.214,4
JPN,2009-01,1.272,4
JPN,2009-02,1.277,4
JPN,2009-03,1.323,4
JPN,2009-04,1.402,4
JPN,2009-05,1.481,4
JPN,2009-06,1.363,4
JPN,2009-07,1.386,4
JPN,2009-08,1.314,4
JPN,2009-09,1.258,4
JPN,2009-10,1.404,4
JPN,2009-11,1.253,4
JPN,2009-12,1.272,4
JPN,2010-01,1.308,4
JPN,2010-02,1.295,4
JPN,2010-03,1.361,4
JPN,2010-04,1.286,4
JPN,2010-05,1.257,4
JPN,2010-06,1.08,4
JPN,2010-07,1.075,4
JPN,2010-08,1.023,4
JPN,2010-09,0.898,4
JPN,2010-10,0.903,4
JPN,2010-11,1.161,4
JPN,2010-12,1.133,4
JPN,2011-01,1.213,4
JPN,2011-02,1.241,4
JPN,2011-03,1.214,4
JPN,2011-04,1.215,4
JPN,2011-05,1.118,4
JPN,2011-06,1.084,4
JPN,2011-07,1.075,4
JPN,2011-08,1.023,4
JPN,2011-09,0.975,4
JPN,2011-10,1.038,4
JPN,2011-11,1.062,4
JPN,2011-12,0.971,4
JPN,2012-01,0.959,4
JPN,2012-02,0.962,4
JPN,2012-03,0.966,4
JPN,2012-04,0.914,4
JPN,2012-05,0.846,4
JPN,2012-06,0.789,4
JPN,2012-07,0.78,4
JPN,2012-08,0.8,4
JPN,2012-09,0.757,4
JPN,2012-10,0.76,4
JPN,2012-11,0.713,4
JPN,2012-12,0.781,4
JPN,2013-01,0.775,4
JPN,2013-02,0.669,4
JPN,2013-03,0.492,4
JPN,2013-04,0.589,4
JPN,2013-05,0.879,4
JPN,2013-06,0.822,4
JPN,2013-07,0.79,4
JPN,2013-08,0.708,4
JPN,2013-09,0.669,4
JPN,2013-10,0.59,4
JPN,2013-11,0.605,4
JPN,2013-12,0.688,4
JPN,2014-01,0.614,4
JPN,2014-02,0.586,4
JPN,2014-03,0.605,4
JPN,2014-04,0.61,4
JPN,2014-05,0.566,4
JPN,2014-06,0.536,4
JPN,2014-07,0.527,4
JPN,2014-08,0.488,4
JPN,2014-09,0.497,4
JPN,2014-10,0.465,4
JPN,2014-11,0.42,4
JPN,2014-12,0.33,4
JPN,2015-01,0.275,4
JPN,2015-02,0.33,4
JPN,2015-03,0.4,4
JPN,2015-04,0.34,4
JPN,2015-05,0.39,4
JPN,2015-06,0.455,4
JPN,2015-07,0.41,4
JPN,2015-08,0.38,4
JPN,2015-09,0.35,4
JPN,2015-10,0.3,4
JPN,2015-11,0.3,4
JPN,2015-12,0.27,4
JPN,2016-01,0.095,4
JPN,2016-02,-0.065,4
JPN,2016-03,-0.05,4
JPN,2016-04,-0.085,4
JPN,2016-05,-0.12,4
JPN,2016-06,-0.23,4
JPN,2016-07,-0.195,4
JPN,2016-08,-0.07,4
JPN,2016-09,-0.085,4
JPN,2016-10,-0.05,4
JPN,2016-11,0.02,4
JPN,2016-12,0.04,4
JPN,2017-01,0.085,4
JPN,2017-02,0.05,4
JPN,2017-03,0.065,4
JPN,2017-04,0.015,4
JPN,2017-05,0.04,4
JPN,2017-06,0.075,4
JPN,2017-07,0.075,4
JPN,2017-08,0.01,4
JPN,2017-09,0.06,4
JPN,2017-10,0.065,4
JPN,2017-11,0.035,4
JPN,2017-12,0.045,4
JPN,2018-01,0.08,4
JPN,2018-02,0.045,4
JPN,2018-03,0.045,4
JPN,2018-04,0.05,4
JPN,2018-05,0.03,4
JPN,2018-06,0.03,4
JPN,2018-07,0.06,4
JPN,2018-08,0.11,4
JPN,2018-09,0.125,4
JPN,2018-10,0.13,4
JPN,2018-11,0.085,4
JPN,2018-12,-0.01,4
JPN,2019-01,0,4
JPN,2019-02,-0.015,4
JPN,2019-03,-0.095,4
JPN,2019-04,-0.045,4
JPN,2019-05,-0.095,4
JPN,2019-06,-0.165,4
JPN,2019-07,-0.16,4
JPN,2019-08,-0.28,4
JPN,2019-09,-0.215,4
JPN,2019-10,-0.15,4
JPN,2019-11,-0.08,4
JPN,2019-12,-0.025,4
JPN,2020-01,-0.065,4
JPN,2020-02,-0.155,4
JPN,2020-03,0.005,4
JPN,2020-04,-0.04,4
JPN,2020-05,0,4
JPN,2020-06,0.03,4
JPN,2020-07,0.01,4
JPN,2020-08,0.045,4
JPN,2020-09,0.015,4
JPN,2020-10,0.04,4
JPN,2020-11,0.03,4
JPN,2020-12,0.02,4